track_name,artist_name,genre,popularity,danceability,energy,loudness,acousticness,valence,tempo,speechiness,liveness,instrumentalness,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster
Goosebumps,Meghan Trainor,Dance,55,0.647,0.834,-3.258,0.0759,0.677,98.074,0.0956,0.378,0.0,1,1,0
Giselle: Act I: Allegro un peu loure,Adolphe Adam,Opera,11,0.358,0.0118,-28.36,0.91,0.133,168.61,0.0386,0.096,0.137,2,0,0
Revelry,Julian Lage,Jazz,31,0.489,0.269,-12.281,0.883,0.167,104.118,0.0363,0.11,0.842,2,1,0
Moonlight,OuiOui,R&B,47,0.548,0.383,-9.992,0.81,0.286,131.03,0.21,0.117,0.0,1,0,0
HIGHLIGHTS FROM NAUSICA OF THE VALLEY OF THE WIND,Joe Hisaishi,Anime,32,0.172,0.278,-14.709,0.916,0.0745,83.15,0.0375,0.09,0.847,2,0,0
Sierra Leone,Frank Ocean,Children’s Music,59,0.532,0.614,-7.726,0.213,0.638,124.813,0.0875,0.109,0.0173,1,1,0
Rx (Medicate),Theory of a Deadman,Alternative,68,0.639,0.71,-7.445,0.0133,0.378,119.989,0.0275,0.118,0.0,1,1,0
I Saw Her Standing There - Remastered 2009,The Beatles,Rock,70,0.491,0.801,-9.835,0.27,0.971,160.109,0.0361,0.0665,0.0,1,1,0
Plush,Stone Temple Pilots,Rock,57,0.423,0.954,-3.157,0.0021,0.5,144.553,0.047,0.177,0.0,1,1,0
Variación al estudio No. 3,Agustín Barrios Mangoré,Classical,0,0.207,0.0159,-35.938,0.993,0.236,87.102,0.0456,0.069,0.833,2,0,0
Wolfcat,Still Woozy,R&B,64,0.667,0.473,-12.597,0.759,0.69,134.933,0.0502,0.117,0.000354,1,0,0
Under the Sun,Roosevelt,Children’s Music,57,0.56,0.87,-3.881,0.0316,0.655,107.986,0.0427,0.371,0.0218,1,1,0
Kissing Families,Silversun Pickups,Alternative,49,0.598,0.669,-7.691,0.241,0.297,117.274,0.0281,0.131,0.428,1,1,0
Let Me In - Soundtrack Version,Grouplove,Alternative,55,0.476,0.744,-6.602,0.00397,0.159,127.934,0.0515,0.0982,0.000173,1,1,0
Lochloosa,JJ Grey & Mofro,Blues,43,0.625,0.239,-11.699,0.451,0.194,71.537,0.0471,0.371,0.00464,2,0,0
I Fucked A Sasquatch,Seething Fuck Patties,Comedy,14,0.477,0.573,-7.808,0.753,0.511,79.915,0.0674,0.117,0.0,1,0,0
Choral Prelude BWV 734,Vladimir Horowitz,Classical,27,0.379,0.0802,-26.211,0.994,0.501,80.25,0.0345,0.0749,0.929,2,0,0
Long May You Run,The Stills-Young Band,Folk,43,0.58,0.44,-11.359,0.119,0.656,146.184,0.0269,0.147,5.77e-05,1,1,0
80's Comedown Machine,The Strokes,Indie,54,0.488,0.503,-8.89,0.00583,0.38,144.035,0.0326,0.101,0.809,1,1,0
Flash,Ryan Beatty,R&B,41,0.649,0.701,-7.517,0.241,0.422,90.968,0.0305,0.114,0.0,1,1,0
Dance For Me (feat. NAV),Tory Lanez,Pop,63,0.557,0.526,-9.499,0.00946,0.123,79.954,0.323,0.128,0.0,1,1,0
Super Spies!,Dora The Explorer,Children's Music,8,0.648,0.838,-5.466,0.000377,0.686,111.003,0.0684,0.232,0.000982,1,1,0
Naive,The Kooks,Rock,64,0.547,0.816,-6.165,0.0688,0.722,102.765,0.0624,0.127,0.0,1,1,0
Monstruo,Justin Quiles,Reggaeton,57,0.534,0.598,-5.237,0.127,0.776,179.876,0.282,0.105,1.21e-06,1,1,0
Bohemian Rhapsody - Remastered 2011,Queen,Rock,82,0.397,0.396,-9.91,0.254,0.227,142.913,0.05,0.268,0.0,1,1,0
U,H.E.R.,Children’s Music,61,0.662,0.655,-7.878,0.00991,0.291,109.972,0.0389,0.142,0.000191,1,1,0
Out All Night,The Pietasters,Ska,45,0.677,0.833,-5.499,0.00019,0.79,91.583,0.0913,0.0573,0.0,1,1,0
Title,Meghan Trainor,Dance,57,0.779,0.754,-4.358,0.343,0.883,89.998,0.0966,0.0965,2.6e-06,1,1,0
"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.3 in C sharp major BWV848",Daniel Barenboim,Classical,31,0.254,0.0573,-28.592,0.993,0.598,84.39,0.0427,0.106,0.859,2,0,0
"Anthem, Pt. 2",Philip Glass,World,34,0.46,0.108,-21.166,0.0251,0.0389,100.129,0.0304,0.114,0.648,2,0,0
Submerge,Movements,Children’s Music,47,0.342,0.45,-8.665,0.00951,0.115,152.308,0.0315,0.146,0.0108,1,1,0
Disney,Joe Zimmerman,Comedy,12,0.491,0.509,-13.49,0.884,0.575,143.537,0.936,0.417,0.0,0,2,0
Don't Play That Song,Aretha Franklin,Soul,49,0.513,0.537,-9.563,0.563,0.831,108.475,0.042,0.212,1.43e-06,1,1,0
Conquer (Victory for All),Slushii,Electronic,38,0.394,0.781,-5.587,0.305,0.0979,104.345,0.106,0.0818,2.56e-06,1,1,0
Utopiosphere -Platonism-,Mili,Anime,29,0.457,0.298,-11.84,0.836,0.53,176.085,0.0332,0.0929,0.0103,2,0,0
Bucket List,Gucci Mane,Hip-Hop,52,0.837,0.453,-6.766,0.245,0.107,100.925,0.13,0.149,1.83e-06,1,1,0
Eterno Amore e Fè,Gaetano Donizetti,Opera,9,0.358,0.18,-12.181,0.979,0.168,130.534,0.0682,0.676,1.75e-05,2,0,0
Might Be (feat. Gucci Mane),T-Pain,R&B,53,0.792,0.665,-3.591,0.0462,0.569,125.043,0.161,0.103,0.0,1,1,0
Letting You Go,Bullet For My Valentine,Rock,66,0.459,0.903,-4.649,0.00877,0.364,76.185,0.0673,0.168,0.0,1,0,0
Emoji A Chain,Migos,Hip-Hop,61,0.891,0.333,-8.316,0.0348,0.381,139.965,0.175,0.126,0.0,1,1,0
Belle (Reprise),Emma Watson,Movie,55,0.395,0.32,-7.934,0.511,0.228,87.064,0.0317,0.194,2.15e-06,2,0,0
Quiero Repetir,Ozuna,Reggaeton,75,0.608,0.753,-4.748,0.103,0.482,97.626,0.368,0.0996,0.0,1,1,0
Prophecies,Blind Guardian,Classical,36,0.458,0.908,-7.109,0.000137,0.317,93.016,0.0586,0.0896,0.00269,1,1,0
IN MY REMAINS,Linkin Park,Children’s Music,61,0.553,0.907,-5.623,0.00401,0.451,100.967,0.0484,0.266,0.0,1,1,0
"Concerto No. 21 in C Major for Piano and Orchestra, K. 467: II. Andante",Wolfgang Amadeus Mozart,Classical,40,0.251,0.025,-30.016,0.984,0.0991,81.402,0.0336,0.0938,0.953,2,0,0
Twinkle Twinkle Little Star,The Hit Crew Kids,Children's Music,0,0.824,0.292,-7.678,0.399,0.807,106.458,0.0524,0.195,0.0,1,0,0
Me Odias?,Alex Rose,Reggaeton,68,0.786,0.581,-6.387,0.552,0.33,131.874,0.197,0.0859,0.0,1,1,0
"Le rouet d'Omphale, Op. 31",Camille Saint-Saëns,Classical,45,0.291,0.0156,-31.355,0.924,0.0566,129.44,0.0382,0.208,0.0876,2,0,0
Feel Alright,Poolside,Alternative,52,0.604,0.794,-5.58,0.00696,0.863,105.992,0.0394,0.067,0.121,1,1,0
Yoda and the Younglings,John Williams,Soundtrack,36,0.128,0.00892,-33.337,0.982,0.0475,66.833,0.0419,0.107,0.962,2,0,0
Profiling Is Fantastic,Jim Norton,Comedy,27,0.595,0.929,-3.818,0.763,0.415,91.214,0.932,0.779,0.0,0,2,0
Chupacabra,Joe Zimmerman,Comedy,12,0.639,0.597,-13.944,0.91,0.372,97.087,0.93,0.504,0.0,0,2,0
Act II: Una furtiva lagrima ... Un solo instante,Gaetano Donizetti,Opera,24,0.132,0.22,-17.048,0.988,0.109,70.634,0.0463,0.16,0.000387,2,0,0
Quicksand,John Mulaney,Comedy,45,0.523,0.871,-6.228,0.647,0.613,64.223,0.874,0.882,0.0,0,2,0
Sweet Sacrifice,Evanescence,Children’s Music,54,0.486,0.87,-4.947,0.00679,0.336,97.013,0.0903,0.312,3.15e-06,1,1,0
Between The Lines,Brad Williams,Comedy,11,0.735,0.408,-7.408,0.826,0.696,121.08,0.0313,0.146,0.0,1,0,0
Transformations,Alan Menken,Movie,44,0.198,0.326,-13.564,0.478,0.0851,117.609,0.035,0.186,0.504,2,0,0
How Do I Get to You,Masked Intruder,Ska,32,0.469,0.969,-4.874,0.000127,0.605,113.985,0.0952,0.0981,0.00145,1,1,0
Like a Flood (Instrumental),Bethel Music,World,48,0.277,0.358,-12.431,0.265,0.0841,134.058,0.0323,0.695,0.886,2,0,0
This House,Tom MacDonald,Hip-Hop,52,0.659,0.803,-6.744,0.00439,0.389,144.495,0.419,0.111,0.0,1,1,0
"Jesus, Only Jesus - Live",Passion,World,44,0.387,0.521,-4.753,0.0317,0.142,130.05,0.0319,0.158,0.0,1,1,0
We Takin' Over,DJ Khaled,R&B,59,0.767,0.872,-4.25,0.153,0.565,112.6,0.0761,0.518,0.0,1,1,0
"Women Is Losers - Live at the Avalon Ballroom, San Francisco, CA - December 1966",Big Brother & The Holding Company,Blues,33,0.637,0.52,-10.562,0.0604,0.686,107.784,0.047,0.0615,0.207,1,1,0
Can't Feel My Face,Wifisfuneral,Rap,60,0.947,0.584,-7.907,0.0491,0.384,120.018,0.457,0.0791,0.0,1,1,0
"Petite suite, L. 65 (Arr. H. Busser for Orchestra): I. En bateau",Claude Debussy,Classical,32,0.145,0.0238,-29.862,0.967,0.0382,81.076,0.0381,0.116,0.943,2,0,0
More Than One Year,Jacob Bryant,Country,49,0.473,0.9,-4.383,0.0123,0.444,88.016,0.0537,0.825,4.08e-06,1,1,0
"One Summer's Day: Ano Natsu he (From ""Spirited Away"") [For Guitar & Piano Duet]",Joe Hisaishi,Anime,22,0.551,0.0352,-29.682,0.992,0.0652,82.472,0.0598,0.12,0.803,2,0,0
Better Is One Day,Matt Redman,World,40,0.471,0.688,-6.55,0.085,0.503,77.13,0.0322,0.351,0.0,1,1,0
Marquises,Nicolas Jaar,Electronic,35,0.644,0.305,-12.765,0.869,0.289,93.64,0.0324,0.0907,0.147,2,1,0
Burning Airlines Give You So Much More - 2004 Digital Remaster,Brian Eno,World,36,0.713,0.418,-11.032,0.173,0.757,117.711,0.0316,0.0636,1.19e-05,1,1,0
Hawaiian Cha Cha (Instrumental),Kimbo Children's Music,Children's Music,0,0.927,0.291,-14.232,0.474,0.962,122.065,0.148,0.131,0.0,1,0,0
Drive (Stripped),Glades,Soul,41,0.671,0.381,-7.968,0.826,0.105,125.977,0.0317,0.0848,0.000302,1,0,0
Feel Like Home,Papa Roach,Rap,57,0.584,0.931,-2.962,0.00707,0.796,136.092,0.0722,0.341,0.0,1,1,0
"Hicks, Hippies, And Abortions",Mo Mandel,Comedy,12,0.555,0.751,-11.978,0.829,0.257,75.417,0.951,0.709,0.0,0,2,0
Carnival (feat. Anthony Hamilton),Gorillaz,Children’s Music,52,0.481,0.693,-5.597,0.00841,0.635,80.946,0.0791,0.773,2.3e-05,1,1,0
"Le Nozze Di Figaro (The Marriage of Figaro, K. 492); Act III, Ecco La Marcia",Wolfgang Amadeus Mozart,Classical,21,0.614,0.141,-19.661,0.955,0.337,117.891,0.0542,0.12,0.000483,2,0,0
Ein Herbstmanöver (Giessen Version with Dialogue by B. Kovalik): Komm und zeig es mir,Emmerich Kálmán,Opera,0,0.495,0.18,-20.175,0.937,0.472,126.847,0.0564,0.744,0.000126,2,0,0
Wheels,Foo Fighters,Rock,61,0.426,0.792,-4.709,0.000495,0.557,161.994,0.0374,0.142,5.1e-06,1,1,0
Sappukei,Hitorie,Anime,15,0.27,0.922,-5.349,0.00063,0.286,181.883,0.0991,0.0558,0.0293,1,1,0
"Nocturnes, op.37/1 in G minor",Peter Schmalfuss,Classical,26,0.478,0.00882,-28.497,0.996,0.242,67.564,0.0514,0.0717,0.955,2,0,0
Three Chords & The Truth,Chase Rice,Rock,59,0.44,0.889,-4.723,0.0275,0.409,166.074,0.0462,0.143,0.0,1,1,0
Quarter-Life Crisis,Judah & the Lion,Rock,57,0.427,0.945,-4.495,0.00509,0.395,76.284,0.183,0.142,8.22e-05,1,1,0
I'm Talking to the Women Here,Bill Hicks,Comedy,18,0.573,0.849,-8.196,0.836,0.556,97.225,0.88,0.747,0.0,0,2,0
"Andrea Chénier / Act 3: ""L'uccello è nella rete! ... Donnina innamorata""",Umberto Giordano,Opera,5,0.468,0.211,-18.222,0.972,0.251,104.828,0.0852,0.109,1.29e-06,2,0,0
Host,Haken,Classical,41,0.349,0.366,-9.259,0.272,0.0416,176.045,0.0295,0.0892,0.21,1,1,0
Stay,Cat Power,Folk,57,0.308,0.155,-15.345,0.976,0.347,188.786,0.0599,0.093,0.000137,2,0,0
Day One,Hans Zimmer,Soundtrack,67,0.132,0.0176,-27.762,0.927,0.0624,95.979,0.0362,0.0729,0.964,2,0,0
I'd Rather Be with You,Bootsy Collins,Soul,41,0.484,0.656,-9.166,0.19,0.775,165.59,0.255,0.0828,6.98e-06,1,1,0
"Two Birds, One Stone",Mike Pinto,Reggae,30,0.807,0.656,-6.793,0.328,0.873,139.833,0.0504,0.194,8.64e-05,1,1,0
Just Like Me (feat. Stza Crack),Chewing on Tinfoil,Ska,34,0.42,0.848,-4.93,0.0101,0.683,171.441,0.136,0.358,0.0,1,1,0
Electric Love,BØRNS,Indie,74,0.611,0.797,-7.627,0.00543,0.518,120.041,0.0533,0.26,0.00137,1,1,0
Comptine d'un autre été: L'après-midi,Yann Tiersen,Soundtrack,53,0.361,0.062,-27.905,0.987,0.363,109.682,0.0439,0.102,0.931,2,0,0
You Can't Save Me,Richie Kotzen,Classical,42,0.607,0.478,-5.774,0.108,0.358,135.731,0.0441,0.104,0.000243,1,1,0
SHC,Foster The People,Children’s Music,58,0.5,0.859,-4.133,0.00126,0.269,121.989,0.0506,0.329,0.00279,1,1,0
The Sun - Klingande Remix Radio Edit,Parov Stelar,Jazz,56,0.612,0.761,-6.783,0.0935,0.46,124.928,0.307,0.146,0.355,1,1,0
The Boundless Ocean,Nobuo Uematsu,Anime,12,0.232,0.135,-16.555,0.905,0.639,109.526,0.0449,0.224,0.000534,2,0,0
Homage to Patagonia,Lemon Jelly,Electronic,39,0.657,0.688,-8.464,0.0135,0.105,91.817,0.0514,0.0553,0.924,1,1,0
Travelling On,Ken Whiteley,Children's Music,0,0.578,0.377,-10.819,0.507,0.592,81.012,0.0247,0.886,0.0,1,1,0
Levitate - From The Original Motion Picture “Passengers”,Imagine Dragons,Rock,59,0.313,0.68,-5.538,0.0356,0.245,106.76,0.0384,0.188,0.0,1,1,0
Mushrooms,Mili,Anime,30,0.573,0.601,-7.539,0.17,0.336,155.915,0.0367,0.0688,0.0,1,1,0
My Good Gal,Old Crow Medicine Show,Alternative,43,0.529,0.401,-9.702,0.585,0.616,154.986,0.0299,0.0899,0.000402,1,0,0
Inolvidable - Versión Bachata,Reik,Reggaeton,37,0.703,0.6,-8.163,0.213,0.878,135.986,0.0299,0.175,0.0,1,1,0
Tidal Wave,Chase Atlantic,Indie,56,0.6,0.608,-5.141,0.567,0.384,123.953,0.0521,0.137,2.21e-05,1,1,0
"You Got Spirit, Kid",Coheed and Cambria,Alternative,40,0.528,0.96,-3.008,0.00193,0.329,130.991,0.0707,0.328,0.00343,1,1,0
Family Tradition,"Hank Williams, Jr.",Rock,62,0.66,0.523,-12.068,0.0238,0.794,126.342,0.0608,0.142,0.0,1,1,0
Flesh & Bone (Dedicated to B.B. King),Buddy Guy,Soul,46,0.406,0.55,-4.837,0.729,0.241,141.324,0.0286,0.101,0.00647,1,0,0
Snakeskin Cowboys,Ted Nugent,Blues,34,0.588,0.933,-6.059,0.157,0.603,130.689,0.0395,0.349,4.67e-05,1,1,0
Leta’s Confession,James Newton Howard,Soundtrack,41,0.0624,0.0144,-32.306,0.961,0.0348,68.06,0.0439,0.0801,0.979,2,0,0
Doin' It Right,Rodney Atkins,Country,41,0.652,0.894,-4.5,0.00415,0.813,121.0,0.0409,0.069,0.0,1,1,0
I'm Looking At You,Debbie Davis,Movie,0,0.737,0.243,-13.12,0.968,0.489,108.066,0.0353,0.109,0.0105,2,0,0
Boombastic,Shaggy,Dance,57,0.866,0.788,-8.188,0.25,0.752,158.412,0.278,0.342,1.97e-05,1,1,0
Everybody Dies,Logic,Rap,66,0.777,0.923,-3.904,0.134,0.822,94.009,0.177,0.372,1.34e-06,1,1,0
Highway Star,Deep Purple,Blues,57,0.298,0.895,-7.647,0.0283,0.544,173.737,0.0547,0.305,0.00574,1,1,0
Be My Baby,Ariana Grande,Pop,65,0.622,0.586,-6.241,0.0735,0.434,145.08,0.0356,0.0803,7.41e-06,1,1,0
Dragon's Eye,Beats Antique,World,23,0.418,0.52,-6.406,0.0695,0.168,97.151,0.0414,0.237,0.224,1,1,0
Alaska,YBN Cordae,Hip-Hop,64,0.908,0.531,-8.993,0.0696,0.872,140.038,0.522,0.161,0.0,1,1,0
Over And Over,Hot Chip,Indie,60,0.774,0.794,-4.446,0.00824,0.724,120.002,0.0358,0.08,0.00317,1,1,0
Friends In The Dark,Yellow Claw,Electronic,42,0.543,0.946,-2.63,0.016,0.583,160.025,0.0491,0.27,0.277,1,1,0
La Toulousaine,Dominique Tirmont,Movie,0,0.388,0.448,-6.823,0.91,0.679,90.92,0.0558,0.349,0.0,1,0,0
Country Folks Anthem (feat. Charlie Farley),Lenny Cooper,Country,39,0.77,0.716,-6.127,0.0354,0.341,96.944,0.0747,0.267,0.0,1,1,0
"Parsifal / Act 1: ""He! Ho! Waldhüter ihr""",Richard Wagner,Opera,17,0.142,0.0175,-25.526,0.967,0.0478,77.116,0.0401,0.088,0.116,2,0,0
Started Out,Georgia,Alternative,54,0.691,0.766,-7.869,0.0385,0.257,99.986,0.0394,0.103,0.0144,1,1,0
A Lover's Question,Clyde McPhatter,Blues,34,0.67,0.436,-11.698,0.887,0.951,83.023,0.0554,0.0609,1.71e-05,1,1,0
The Jeff Gordon Song,Tim Wilson,Comedy,14,0.814,0.81,-6.799,0.311,0.954,122.052,0.0559,0.1,0.0,1,1,0
Afterlife,Arcade Fire,Alternative,52,0.653,0.874,-5.543,0.109,0.743,115.983,0.0362,0.228,0.0385,1,1,0
I Want U,Alison Wonderland,Electronic,61,0.606,0.829,-3.455,0.00172,0.384,140.033,0.036,0.276,5.43e-05,1,1,0
In The Morrow,Brandi Carlile,Folk,40,0.602,0.775,-5.161,0.227,0.663,81.165,0.0367,0.267,0.000107,1,1,0
Carmen Suite No. 2: Habanera. Allegretto quasi Andantino (Act I),Georges Bizet,Opera,31,0.425,0.0928,-21.333,0.925,0.505,124.611,0.0431,0.133,0.127,2,0,0
Dad's Boxers,Comedian Bob Marley,Comedy,14,0.626,0.355,-22.446,0.69,0.501,93.192,0.865,0.708,1.37e-06,0,2,0
"Li'l Liza Jane - Live Version - Newport Jazz Festival, June 30, 1960",Nina Simone,Blues,29,0.497,0.317,-18.446,0.611,0.3,75.523,0.0834,0.786,0.0,2,0,0
Cotton Eyed Joe,Caspar Babypants,Folk,39,0.779,0.393,-8.663,0.753,0.943,168.708,0.0391,0.0978,0.000384,1,0,0
Crash Test Rating,Remo Drive,Alternative,43,0.466,0.877,-4.174,0.000474,0.566,120.178,0.172,0.406,0.0,1,1,0
Fever To The Form,Nick Mulvey,Indie,66,0.358,0.546,-8.927,0.795,0.264,106.489,0.0296,0.111,0.0586,2,0,0
I Still Believe,Lea Salonga,Movie,24,0.536,0.475,-10.623,0.489,0.276,76.826,0.0243,0.0957,0.0,1,0,0
"Lohengrin, WWV 75: Bridal Chorus (Transcribed for Organ)",Richard Wagner,Opera,9,0.165,0.0275,-24.076,0.924,0.141,128.869,0.0459,0.207,0.917,2,0,0
There's No Time,Fabien Nataf,Movie,20,0.478,0.584,-11.356,0.445,0.28,129.889,0.0669,0.172,0.000126,1,0,0
The Christmas Gift,Bruce Broughton,Movie,0,0.0741,0.0363,-27.407,0.904,0.0397,64.416,0.039,0.163,0.111,2,0,0
Valet (feat. Fetty Wap and 2 Chainz),Eric Bellinger,Children’s Music,62,0.749,0.53,-5.251,0.0287,0.332,93.869,0.0386,0.141,0.0,1,1,0
Learned Your Lessons,Ryan Stout,Comedy,12,0.524,0.569,-12.269,0.813,0.439,76.646,0.939,0.686,0.0,0,2,0
"Master Meriadoc, Swordthain",Howard Shore,Classical,36,0.144,0.213,-16.016,0.892,0.0433,140.011,0.0352,0.0706,0.886,2,0,0
Chorale / glow - Pt. 9,Max Richter,Soundtrack,34,0.141,0.181,-26.392,0.847,0.0361,141.257,0.0487,0.112,0.684,2,0,0
Do I Worry?,Derrick Harriott,Ska,25,0.855,0.384,-8.73,0.0679,0.846,84.789,0.0322,0.124,5.58e-05,1,1,0
Hate Goes On,Jelly Roll,Rap,57,0.736,0.866,-5.714,0.0612,0.646,110.05,0.109,0.0465,0.0,1,1,0
Boxed Sets,Todd Barry,Comedy,18,0.514,0.566,-12.691,0.795,0.643,84.933,0.942,0.72,0.0,0,2,0
Country Sad Ballad Man - 2012 Remastered Version,Blur,Electronic,38,0.661,0.511,-8.948,0.0275,0.577,97.959,0.0312,0.275,0.517,1,1,0
No Haces Na,"Héctor ""El Father""",Reggaeton,37,0.837,0.599,-5.378,0.322,0.611,88.021,0.147,0.562,0.0,1,1,0
"Work Hard, Play Hard",Wiz Khalifa,Hip-Hop,63,0.787,0.666,-4.475,0.0409,0.485,140.008,0.0485,0.296,1.91e-05,1,1,0
In The Pit - Best Of,Reel Big Fish,Ska,18,0.659,0.903,-3.039,0.111,0.966,96.474,0.0981,0.311,0.0,1,1,0
Veda (1 Pierce Dr.),Gabriel Kahane,Classical,22,0.528,0.281,-13.871,0.365,0.0516,95.748,0.0291,0.11,0.000551,2,0,0
Extraño Tus Besos (feat. Darkiel),Sammy & Falsetto,Reggaeton,47,0.649,0.676,-6.747,0.134,0.569,173.995,0.0577,0.387,0.0,1,1,0
Muévelo,Alexis y Fido,Reggaeton,26,0.706,0.866,-5.951,0.148,0.498,129.957,0.249,0.425,6.89e-06,1,1,0
Yo,Injury Reserve,Children’s Music,51,0.596,0.649,-8.158,0.0126,0.475,90.625,0.345,0.18,0.0,1,1,0
A Place to Fall Apart,Merle Haggard,Country,36,0.554,0.158,-16.007,0.824,0.266,71.57,0.0327,0.0891,7.74e-06,2,0,0
"Guillotine (Swordz) (feat. Ghostface Killah, Inspectah Deck & GZA (Genius))",Raekwon,Rap,52,0.873,0.728,-7.543,0.266,0.809,100.059,0.313,0.208,0.0,1,1,0
Nobody Like You,Little Mix,R&B,56,0.429,0.41,-6.204,0.464,0.147,135.199,0.043,0.0899,2.21e-06,1,0,0
Reckless,Aaron Watson,Country,37,0.622,0.712,-6.808,0.0186,0.759,157.032,0.151,0.0262,0.0,1,1,0
Slipped,The National,Indie,50,0.473,0.423,-10.165,0.779,0.157,115.944,0.0346,0.0952,0.00393,2,0,0
"Fast, Phallic & Furious",Dana Gould,Comedy,15,0.669,0.7,-7.349,0.801,0.687,68.944,0.892,0.805,0.0,0,2,0
Me & The Rhythm,Selena Gomez,Dance,56,0.711,0.736,-5.959,0.00315,0.717,106.01,0.104,0.0731,0.000637,1,1,0
Oceans (Where Feet May Fail),Bethel Music,World,58,0.517,0.34,-13.696,0.285,0.0484,132.912,0.0285,0.138,0.95,2,1,0
"16 Waltzes, Op. 39: No. 9 In D Minor",Johannes Brahms,Classical,37,0.45,0.00251,-38.718,0.995,0.0896,62.44,0.0535,0.0571,0.926,2,0,0
The Time Is Now,Atreyu,Rap,68,0.481,0.944,-3.665,0.00926,0.396,165.02,0.231,0.278,0.000328,1,1,0
"Symphony No. 3 in F Major, Op. 90: IV. Allegro (Recorded 1962)",Johannes Brahms,Classical,0,0.252,0.154,-16.468,0.98,0.0683,77.028,0.0336,0.116,0.913,2,0,0
Bound For The Floor,Local H,Rock,57,0.621,0.495,-7.492,0.000114,0.638,119.207,0.0618,0.0592,0.00126,1,1,0
Lost In You,Bush,Alternative,46,0.517,0.753,-5.242,0.0204,0.121,117.044,0.036,0.0575,0.000557,1,1,0
Rumba y Candela,Daddy Yankee,Reggaeton,43,0.747,0.904,-2.3,0.13,0.878,89.987,0.0708,0.36,8.38e-06,1,1,0
World Spins Madly On,The Weepies,Indie,54,0.501,0.312,-13.421,0.614,0.402,107.611,0.0285,0.129,3.96e-05,2,0,0
Naiya Paral Majhdhar Guruji,Chorus,Movie,0,0.582,0.69,-5.623,0.684,0.91,151.951,0.0748,0.0862,1.23e-06,1,1,0
Lost in This Moment,Big & Rich,Country,42,0.599,0.574,-7.363,0.32,0.677,147.751,0.0434,0.226,0.0,1,1,0
A Tornado Warning,Turnpike Troubadours,Country,54,0.478,0.833,-5.194,0.00253,0.507,141.976,0.0355,0.0567,6.27e-05,1,1,0
Quereme Así - En Vivo,Los Caligaris,Ska,49,0.535,0.717,-9.156,0.00951,0.551,154.08,0.0403,0.805,0.000567,1,1,0
I Miss Those Days,Bleachers,Rock,53,0.653,0.817,-5.706,0.273,0.661,125.018,0.0405,0.344,3.46e-06,1,1,0
"Down In A Hole - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,Rock,60,0.554,0.515,-8.534,0.0883,0.432,95.125,0.024,0.883,2.7e-05,1,1,0
Noche Triste - Live,R.K.M & Ken-Y,Reggaeton,30,0.645,0.919,-4.672,0.148,0.606,91.988,0.0509,0.78,0.0,1,1,0
Airplanes,5 Seconds of Summer,Dance,49,0.399,0.88,-3.13,0.0103,0.363,183.998,0.0425,0.102,0.0,1,1,0
Tonight We Ride,Micky & The Motorcars,Country,42,0.615,0.762,-3.645,0.00145,0.65,121.012,0.0354,0.129,0.0,1,1,0
MOSKAU,Rammstein,Alternative,47,0.491,0.966,-3.424,2.11e-05,0.257,147.992,0.0639,0.319,0.706,1,1,0
Near Dark,Burial,Electronic,38,0.763,0.838,-8.179,0.0811,0.618,135.12,0.245,0.111,0.673,1,1,0
Light Me Up - Enschway Remix,RL Grime,Electronic,33,0.591,0.616,-6.24,0.0151,0.109,150.116,0.0537,0.51,1.18e-06,1,1,0
Divide,Passafire,Reggae,26,0.814,0.598,-6.811,0.0234,0.965,147.307,0.0561,0.197,1.97e-05,1,1,0
Howl,Florence + The Machine,Alternative,48,0.578,0.851,-4.468,0.00363,0.293,129.998,0.061,0.365,0.00116,1,1,0
Brand New,Jazmine Sullivan,R&B,43,0.609,0.54,-8.147,0.0289,0.257,122.746,0.121,0.102,0.0,1,1,0
All Jacked Up,Gretchen Wilson,Country,43,0.392,0.928,-3.702,0.189,0.765,188.72,0.153,0.183,0.0,1,1,0
Ya Pomnyu Val'sa Zvuk Prelestnyy,Dmitri Hvorostovsky,Opera,9,0.25,0.0828,-20.773,0.966,0.0895,89.009,0.0534,0.0748,0.0126,2,0,0
Rendez-vous au Lavandou,Henri Salvador,Movie,0,0.568,0.483,-7.425,0.765,0.668,103.566,0.0267,0.407,5.25e-06,1,0,0
"Trio in B Minor, TWV 42:h6: I. Largo",Georg Philipp Telemann,Classical,9,0.0816,0.0554,-19.406,0.757,0.0703,74.907,0.0391,0.108,0.312,2,0,0
Anthem For The Underdog,12 Stones,Children’s Music,57,0.2,0.863,-3.424,0.000651,0.468,93.977,0.0626,0.339,0.0,1,1,0
"The ""C"" Word",Dane Cook,Comedy,29,0.664,0.822,-4.881,0.779,0.733,90.436,0.622,0.792,0.0,0,2,0
Rusty Cage,Johnny Cash,Country,54,0.542,0.718,-5.806,0.577,0.484,112.053,0.0334,0.383,0.0023,1,1,0
Pretty Fly (For A White Guy),The Offspring,Alternative,70,0.722,0.901,-3.66,0.112,0.963,143.401,0.105,0.0674,0.0,1,1,0
God Damn,Bass Santana,Hip-Hop,55,0.778,0.336,-11.196,0.356,0.577,140.163,0.229,0.174,1.67e-05,1,1,0
